frame,elbow_angle,spine_angle,head_knee_distance,foot_angle,bat_x1,bat_y1,bat_x2,bat_y2
121.0,289.1295467386346,136.3862894232057,0.057791604132158454,105.04672675682717,784.168212890625,142.5753936767578,1058.1400146484375,333.5438842773437
122.0,317.87505922870594,135.3016035528047,0.06377515229683996,118.6636236136266,775.7142333984375,140.4670867919922,1056.7694091796875,332.51544189453125
123.0,24.69242388654901,132.9213851895686,0.05590980912352532,115.39208741533915,767.0235595703125,138.65574645996094,1056.0784912109375,333.079345703125
124.0,,,,,758.2572021484375,137.15811157226562,1055.197021484375,331.2658996582031
125.0,,,,,751.54541015625,137.47117614746094,1054.794921875,330.9776611328125
126.0,,,,,745.2552490234375,136.7019500732422,1054.8416748046875,331.2601928710937
127.0,,,,,738.47509765625,134.070556640625,1053.804443359375,331.49188232421875
128.0,,,,,730.9991455078125,131.24261474609375,1053.3135986328125,330.3475341796875
129.0,,,,,722.7158203125,133.04055786132812,1052.48388671875,332.8379821777344
130.0,,,,,713.359375,129.6451416015625,1050.5653076171875,332.1357421875
131.0,,,,,704.87158203125,128.90777587890625,1049.4892578125,333.08599853515625
132.0,,,,,698.253662109375,125.80252075195312,1047.7568359375,332.25225830078125
133.0,,,,,690.07958984375,125.05963134765624,1045.841064453125,332.72442626953125
134.0,,,,,685.4969482421875,122.740234375,1043.266357421875,333.6788330078125
135.0,,,,,681.791259765625,120.99444580078124,1039.5283203125,332.8720092773437
136.0,,,,,678.4757080078125,120.730712890625,1036.5328369140625,332.9913330078125
137.0,,,,,678.0526123046875,120.19366455078124,1033.8367919921875,333.43524169921875
138.0,,,,,678.1478271484375,121.06430053710938,1030.2840576171875,333.90069580078125
139.0,,,,,679.73291015625,124.404296875,1026.10888671875,334.0953063964844
140.0,,,,,680.6773681640625,129.29632568359375,1021.4422607421876,332.80517578125
141.0,,,,,682.345947265625,142.41033935546875,1017.478515625,334.8701171875
142.0,,,,,680.849609375,159.75494384765625,1017.133544921875,333.9083251953125
143.0,,,,,675.055908203125,161.55764770507812,1014.028076171875,335.3293151855469
144.0,180.35382901539722,129.9372313453862,0.08883891966959177,93.16528289424582,670.3311767578125,160.72821044921875,1012.0916748046876,332.2340087890625
145.0,189.5631021029628,128.51002131588777,0.10368043053179105,86.9477368168052,0.0186920166015625,214.3681640625,190.726806640625,581.424072265625
146.0,201.03656521607707,132.2772026194355,0.09564101106721143,87.39462223649967,669.46337890625,164.69500732421875,1006.8199462890624,334.57745361328125
147.0,210.86405255038048,131.03451081714954,0.11821612530432338,88.29324399652477,0.0,210.38104248046875,183.8519287109375,581.20751953125
148.0,194.6867153409659,127.90755830306661,0.14639916912198953,95.46663926072969,0.039031982421875,206.3917236328125,181.9168701171875,580.7340087890625
149.0,208.74622149672118,129.11456733114557,0.12588174253984838,92.71259517732705,0.0,205.60699462890625,178.74673461914062,576.0494995117188
150.0,213.2522108493795,126.20640217820582,0.09703976833336019,93.09154681244036,0.0,209.2526092529297,174.76516723632812,573.6106567382812
151.0,239.8038764613516,127.69927227624527,0.09609768149284097,98.4462839561657,660.12646484375,169.46792602539062,995.091552734375,335.3493957519531
152.0,218.24411359303767,125.5651768868141,0.08483926277183478,107.57707011007355,624.8489990234375,169.05999755859375,992.1163330078124,334.50018310546875
153.0,195.4891495016012,124.20010608749169,0.09162866501447506,96.21053287906285,625.9348754882812,170.37184143066406,989.2836303710938,333.3267822265625
154.0,188.68683105433516,123.72311234534588,0.09723049930380225,110.90388391274223,625.9117431640625,172.49057006835938,986.105712890625,333.1139221191406
155.0,180.10448961075528,120.99579044052894,0.11851065847595624,111.09096740406038,661.8687133789062,169.56732177734375,984.5897827148438,333.384033203125
156.0,176.57765133094867,127.3778143154465,0.08397424876474904,103.36185708865487,0.0,204.73529052734372,223.2980499267578,442.1448364257813
157.0,196.58298364489096,127.59559309023003,0.06806054871812331,131.2027441545545,0.587646484375,203.12413024902344,285.57781982421875,447.9422607421875
158.0,195.09328892960005,124.94136911065563,0.09360622956874909,130.3111615695348,626.717041015625,161.3903045654297,983.6142578125,333.0917358398437
159.0,216.41852997675392,123.63424234862026,0.06142731854161935,109.75146467247403,626.634033203125,158.79237365722656,982.9835205078124,332.404296875
160.0,,,,,0.0,209.20822143554688,147.6549835205078,448.8121032714844
161.0,169.85406358761298,170.17992302979403,0.0392735934486742,40.689706293093025,0.0,206.1344451904297,141.73483276367188,446.32171630859375
162.0,,,,,0.0,204.79739379882807,139.43173217773438,441.9447937011719
163.0,,,,,0.0,202.8962860107422,138.5115509033203,442.3482055664063
164.0,,,,,0.003143310546875,198.85548400878903,135.8724365234375,467.4893798828125
165.0,,,,,0.0851287841796875,191.36651611328125,134.65220642089844,490.2742309570313
166.0,,,,,0.0129852294921875,185.94374084472656,132.929443359375,498.32421875
167.0,,,,,647.5594482421875,153.28866577148438,967.5291748046876,332.5780944824219
168.0,,,,,0.0,179.61219787597656,127.1505126953125,448.653076171875
169.0,,,,,0.0,173.7106170654297,124.22868347167967,450.27923583984375
170.0,,,,,0.0,171.49993896484375,121.15437316894533,454.93072509765625
171.0,,,,,0.0,167.62042236328125,120.93692779541016,462.3726806640625
172.0,,,,,0.0,166.95867919921875,118.5384292602539,467.1600341796875
173.0,,,,,0.0,148.9091796875,118.38695526123048,495.812255859375
174.0,,,,,0.0,121.30401611328124,118.76355743408205,503.3995361328125
175.0,,,,,0.0,124.61082458496094,118.36227416992188,498.25048828125
176.0,,,,,0.0,123.37091064453124,118.21489715576172,502.0413208007813
177.0,,,,,0.0,122.89013671875,118.71915435791016,503.486328125
178.0,,,,,0.0,123.77008056640624,120.5151596069336,501.79241943359375
179.0,,,,,0.0,123.90142822265624,121.81437683105467,506.94244384765625
180.0,,,,,0.0,127.03936767578124,123.4100112915039,509.392333984375
181.0,,,,,0.0,131.42724609375,124.92443084716795,510.00927734375
182.0,,,,,0.0,136.41722106933594,124.61959075927734,508.9893798828125
183.0,,,,,0.0,140.89051818847656,124.52671813964844,508.989013671875
184.0,,,,,0.0,142.65196228027344,123.05030822753906,509.641845703125
185.0,,,,,0.0,142.2575225830078,121.81810760498048,510.8035278320313
186.0,,,,,0.0,141.96885681152344,122.79847717285156,510.945068359375
187.0,,,,,0.0,142.33489990234375,123.8366928100586,510.5316162109375
188.0,,,,,0.0,140.848876953125,126.23455810546876,509.1029052734375
189.0,,,,,0.0,134.65692138671875,128.34201049804688,509.16064453125
190.0,,,,,0.0,132.2901611328125,130.52142333984375,508.47503662109375
191.0,,,,,0.0,123.57725524902344,130.30929565429688,508.49072265625
192.0,,,,,0.0,118.58030700683594,130.6744384765625,508.3883056640625
193.0,,,,,0.0,117.26194763183594,132.5758056640625,509.1373291015625
194.0,,,,,0.0,105.490966796875,133.80262756347656,508.1981201171875
195.0,,,,,0.0,93.67877197265624,136.81427001953125,504.4050903320313
196.0,,,,,0.1503753662109375,40.09132385253906,140.1721954345703,503.9979248046875
197.0,,,,,0.0,90.314697265625,145.05108642578125,495.0712890625
198.0,,,,,0.0495147705078125,107.4162139892578,148.18858337402344,461.43841552734375
199.0,,,,,0.0277099609375,86.68904113769531,152.29673767089844,480.2389526367188
200.0,,,,,0.0848388671875,74.92475891113281,155.7570037841797,455.45208740234375
201.0,,,,,0.0,80.02638244628906,158.00852966308594,463.761474609375
202.0,,,,,0.041412353515625,72.49710083007812,163.5269775390625,435.7860412597656
203.0,,,,,0.1820220947265625,48.81101989746094,167.9167022705078,432.8505859375
204.0,,,,,0.2578277587890625,82.6485595703125,172.68910217285156,438.1558227539063
205.0,,,,,0.25775146484375,78.59796142578125,174.31671142578125,428.9620361328125
206.0,,,,,0.5276336669921875,90.14361572265624,177.0790557861328,426.07916259765625
207.0,,,,,0.0,87.30435180664062,181.5433807373047,457.9851379394531
208.0,,,,,0.0,87.28688049316406,183.66552734375,476.373291015625
209.0,,,,,0.0,86.25439453125,185.30123901367188,484.041015625
210.0,,,,,0.0,83.95925903320312,187.2813415527344,478.8542175292969
211.0,,,,,0.3959197998046875,95.26878356933594,188.99188232421875,478.7509765625
212.0,,,,,0.003173828125,86.68475341796875,201.03977966308597,477.1329956054688
213.0,,,,,430.7352294921875,142.2708740234375,954.3212890625,331.213623046875
214.0,,,,,432.5989990234375,140.5055389404297,954.092041015625,330.77398681640625
215.0,,,,,438.3777160644531,140.11256408691406,952.140869140625,330.951171875
216.0,,,,,0.0821380615234375,78.22261047363281,202.08657836914065,462.4697265625
217.0,,,,,453.7652587890625,138.3041229248047,952.751953125,332.51837158203125
218.0,,,,,462.582763671875,136.51226806640625,952.27392578125,332.9970703125
219.0,,,,,467.71771240234375,135.62265014648438,952.6942749023438,332.8021545410156
220.0,,,,,472.2796630859375,135.0128631591797,952.5157470703124,332.76885986328125
221.0,,,,,481.7769165039063,134.5519256591797,951.8478393554688,332.73931884765625
222.0,,,,,488.3245544433594,133.41595458984375,951.1639404296876,332.54119873046875
223.0,,,,,492.1375122070313,131.0916748046875,951.1697387695312,332.66339111328125
224.0,,,,,0.1279144287109375,11.841339111328123,195.4001617431641,463.5395202636719
225.0,,,,,0.06719970703125,37.88487243652344,196.715576171875,448.573486328125
226.0,,,,,0.10565185546875,40.03129577636719,197.86764526367188,438.60394287109375
227.0,,,,,0.0306549072265625,34.9759521484375,198.7265167236328,440.52734375
228.0,,,,,0.00018310546875,4.353515625,201.4680328369141,441.36376953125
229.0,,,,,0.0,5.13922119140625,204.09759521484372,452.09033203125
230.0,,,,,0.17236328125,43.47930908203125,208.46969604492188,452.468505859375
231.0,,,,,0.228851318359375,68.83407592773438,216.53201293945312,452.1485900878906
232.0,,,,,0.44873046875,76.73580932617188,226.42578125,450.4359436035156
233.0,,,,,690.8059692382812,118.5345458984375,946.5896606445312,331.1343994140625
234.0,209.88247380600976,164.28709915359332,0.1242104540290272,76.5103055181476,698.556396484375,117.16146850585938,948.913330078125,332.336669921875
235.0,192.11463596580424,164.496095487751,0.12070221708379067,77.31867439840079,698.3787841796875,116.44198608398438,945.7747802734376,333.74957275390625
236.0,193.77409568574564,163.32398805530175,0.11227102678348407,72.25474101512945,701.769287109375,116.55416870117188,951.2188720703124,334.5336303710937
237.0,211.64142790539793,164.9868308920246,0.11215863488209597,71.34960843103576,0.4181365966796875,67.83509826660156,240.64776611328125,447.3662109375
238.0,198.51562142272837,164.7783535492217,0.10866749650276573,53.85682315143662,704.5982666015625,115.98016357421876,953.8455810546876,336.3253173828125
239.0,196.1011786317895,160.79128619312752,0.044219068085814675,41.98881090162339,707.4432373046875,115.86441040039062,954.5657958984376,336.82916259765625
240.0,219.48225725919735,166.01266151598804,0.07322613121977065,67.14105985338243,707.9146728515625,116.47076416015624,950.5887451171876,336.6506652832031
241.0,125.29470752781326,166.65882020610994,0.08843418051699559,79.22419718666902,713.1075439453125,116.56436157226562,949.5296630859376,336.4228515625
242.0,115.81417403462659,167.79418706969452,0.10031198882341413,68.20482991104411,718.3834228515625,116.3009033203125,950.0230712890624,337.08624267578125
243.0,121.53018547191887,168.46501426774475,0.1220016182547431,89.85656108134792,725.0470581054688,116.42459106445312,950.4818725585938,336.5404052734375
244.0,196.15584241595573,169.18860374723283,0.13077757237873336,82.2299798253708,764.9942626953125,116.41754150390624,951.6209716796876,335.7135314941406
245.0,174.9367673649135,169.0329013394696,0.15040850341354484,84.07817823734332,772.378662109375,117.9569091796875,953.1640625,337.15966796875
246.0,165.73764349620495,167.08218475173055,0.1374006368295229,101.05068501489836,690.0604248046875,117.49966430664062,954.882568359375,337.4039306640625
247.0,155.84763597668464,166.16720400809282,0.14799586610761115,89.41907249910176,712.019775390625,120.17123413085938,959.81005859375,336.4921264648437
248.0,159.38715357057774,166.3837355834214,0.18235868716954062,75.43970458096427,737.4332275390625,120.03286743164062,955.219482421875,334.8277282714844
249.0,30.109667921577593,167.64541759288414,0.19115281133992487,72.01148942386735,764.830810546875,118.55352783203124,961.361328125,334.9996643066406
250.0,42.52576011661246,166.40041015618814,0.1836861609938302,75.23780333510379,792.4855346679688,117.9404296875,962.9920043945312,334.12371826171875
251.0,106.92012817226379,166.96680109084198,0.1624257685855446,70.82281275662871,800.25244140625,118.47476196289062,966.8603515625,337.1116943359375
252.0,142.06680107038298,169.55689945043667,0.15822303678759242,69.45355619611261,802.2025146484375,124.60751342773438,957.8719482421876,331.9166259765625
253.0,158.96121939926394,167.594378537826,0.15899996057341398,86.36580439172276,0.0,69.361572265625,225.6710968017578,452.362060546875
254.0,161.18055883027606,168.71251913264416,0.15726958004012834,93.85204187657497,0.4446563720703125,72.1287841796875,226.45477294921875,450.5340576171875
255.0,160.56884202288688,169.75195213304514,0.1630659043679719,85.873600152074,0.4315338134765625,72.95523071289062,227.90798950195312,449.3678894042969
256.0,151.48348159739243,171.20865822968565,0.1694454484443954,85.90193023279618,0.315765380859375,66.60224914550781,228.38748168945312,445.0573120117188
257.0,157.0670073534723,172.41219833003709,0.1586852605984785,84.65134574180102,0.4665374755859375,12.026885986328123,229.70590209960935,443.5231018066406
258.0,278.171871808986,172.31579639562528,0.13735737370558848,101.72962061310822,806.632080078125,118.47442626953124,986.98046875,331.15753173828125
259.0,282.6559034488274,173.52442659524021,0.143125592328471,100.97016286188487,0.647796630859375,6.982574462890625,232.0315399169922,443.8400573730469
260.0,163.37833397206404,173.01060286048494,0.1433348174090259,96.27197710295218,0.5394744873046875,4.04656982421875,233.0417938232422,444.2083129882813
261.0,159.07074530808882,171.37146413585214,0.14272512276293817,95.43412138515728,813.0986328125,118.97247314453124,993.4853515625,217.87808227539065
262.0,156.24187261401147,172.34840768845123,0.14338098427508517,97.13325695926716,0.4709625244140625,3.276580810546875,234.92938232421875,448.602294921875
263.0,157.6687298644428,172.24133672588016,0.1410053427534964,96.61255110342245,0.44769287109375,3.1258544921875,235.3291778564453,449.8609008789063
264.0,154.5481116021339,172.38230248557383,0.1422243196194197,100.04460425382466,0.3278350830078125,70.35551452636719,234.82571411132807,450.84222412109375
265.0,159.47437892538372,172.6300557969592,0.14508993310305202,103.73944566336701,0.25872802734375,73.85945129394531,234.94696044921875,451.68853759765625
266.0,158.7610116854867,172.51915958007686,0.1464078729988995,103.32947451604497,0.167999267578125,74.91339111328125,236.20443725585935,453.1721801757813
267.0,,,,,0.1706390380859375,72.33903503417969,235.978271484375,453.23187255859375
268.0,,,,,0.1819610595703125,75.075439453125,236.23028564453125,452.804443359375
269.0,,,,,0.1437835693359375,72.67951965332031,236.34527587890625,451.06646728515625
270.0,,,,,0.130126953125,72.564208984375,236.4429626464844,452.73150634765625
271.0,,,,,0.0662078857421875,71.85638427734375,238.7000732421875,449.3790893554688
